exp,target,seed,config,nmi,ari,seconds
tune,0.65_0.65,4,lr:0.01|do:0.5|h:64,1.0,1.0,3.15
mcdepth,0.65_0.65,4,mc_d3,1.0,1.0,9.73
tune,0.65_0.65,4,lr:0.01|do:0.0|h:128,1.0,1.0,3.94
tune,0.65_0.65,4,lr:0.01|do:0.5|h:128,1.0,1.0,3.82
depth,0.65_0.8,0,d2,1.0,1.0,4.39
tune,0.65_0.8,0,lr:0.001|do:0.0|h:64,1.0,1.0,3.15
depth,0.65_0.8,0,d3,1.0,1.0,6.02
mcdepth,0.65_0.8,0,mc_d2,1.0,1.0,6.96
tune,0.65_0.8,0,lr:0.001|do:0.0|h:128,1.0,1.0,3.8
tune,0.65_0.8,0,lr:0.01|do:0.0|h:64,1.0,1.0,3.21
tune,0.65_0.8,0,lr:0.001|do:0.5|h:128,1.0,1.0,3.82
mcdepth,0.65_0.8,0,mc_d3,1.0,1.0,9.71
tune,0.65_0.8,0,lr:0.01|do:0.5|h:64,1.0,1.0,3.13
tune,0.65_0.8,0,lr:0.01|do:0.0|h:128,1.0,1.0,3.89
tune,0.65_0.8,0,lr:0.01|do:0.5|h:128,1.0,1.0,3.82
depth,0.65_0.8,1,d2,1.0,1.0,4.44
depth,0.65_0.8,1,d3,1.0,1.0,5.59
tune,0.65_0.8,1,lr:0.001|do:0.0|h:64,1.0,1.0,3.15
mcdepth,0.65_0.8,1,mc_d2,1.0,1.0,7.12
tune,0.65_0.8,1,lr:0.001|do:0.0|h:128,1.0,1.0,3.83
tune,0.65_0.8,1,lr:0.01|do:0.0|h:64,1.0,1.0,3.1
tune,0.65_0.8,1,lr:0.001|do:0.5|h:128,1.0,1.0,3.81
mcdepth,0.65_0.8,1,mc_d3,1.0,1.0,9.66
tune,0.65_0.8,1,lr:0.01|do:0.5|h:64,1.0,1.0,3.16
tune,0.65_0.8,1,lr:0.01|do:0.0|h:128,1.0,1.0,3.97
tune,0.65_0.8,1,lr:0.01|do:0.5|h:128,1.0,1.0,3.81
depth,0.65_0.8,2,d2,1.0,1.0,4.37
tune,0.65_0.8,2,lr:0.001|do:0.0|h:64,1.0,1.0,3.12
depth,0.65_0.8,2,d3,1.0,1.0,5.73
mcdepth,0.65_0.8,2,mc_d2,1.0,1.0,7.02
tune,0.65_0.8,2,lr:0.001|do:0.0|h:128,1.0,1.0,3.79
tune,0.65_0.8,2,lr:0.01|do:0.0|h:64,1.0,1.0,3.14
tune,0.65_0.8,2,lr:0.001|do:0.5|h:128,1.0,1.0,3.8
mcdepth,0.65_0.8,2,mc_d3,1.0,1.0,9.64
tune,0.65_0.8,2,lr:0.01|do:0.5|h:64,1.0,1.0,3.12
tune,0.65_0.8,2,lr:0.01|do:0.0|h:128,1.0,1.0,3.91
tune,0.65_0.8,2,lr:0.01|do:0.5|h:128,1.0,1.0,3.79
depth,0.65_0.8,3,d2,1.0,1.0,4.41
depth,0.65_0.8,3,d3,1.0,1.0,5.69
tune,0.65_0.8,3,lr:0.001|do:0.0|h:64,1.0,1.0,3.17
mcdepth,0.65_0.8,3,mc_d2,1.0,1.0,7.17
tune,0.65_0.8,3,lr:0.001|do:0.0|h:128,1.0,1.0,3.84
tune,0.65_0.8,3,lr:0.01|do:0.0|h:64,1.0,1.0,3.14
tune,0.65_0.8,3,lr:0.001|do:0.5|h:128,1.0,1.0,3.81
mcdepth,0.65_0.8,3,mc_d3,1.0,1.0,9.85
tune,0.65_0.8,3,lr:0.01|do:0.5|h:64,1.0,1.0,3.06
tune,0.65_0.8,3,lr:0.01|do:0.0|h:128,1.0,1.0,4.0
tune,0.65_0.8,3,lr:0.01|do:0.5|h:128,1.0,1.0,3.79
depth,0.65_0.8,4,d2,1.0,1.0,4.39
tune,0.65_0.8,4,lr:0.001|do:0.0|h:64,1.0,1.0,3.16
depth,0.65_0.8,4,d3,1.0,1.0,5.61
mcdepth,0.65_0.8,4,mc_d2,1.0,1.0,7.2
tune,0.65_0.8,4,lr:0.001|do:0.0|h:128,1.0,1.0,3.85
tune,0.65_0.8,4,lr:0.01|do:0.0|h:64,1.0,1.0,3.08
tune,0.65_0.8,4,lr:0.001|do:0.5|h:128,1.0,1.0,3.81
mcdepth,0.65_0.8,4,mc_d3,1.0,1.0,9.82
tune,0.65_0.8,4,lr:0.01|do:0.5|h:64,1.0,1.0,3.13
tune,0.65_0.8,4,lr:0.01|do:0.0|h:128,1.0,1.0,3.98
tune,0.65_0.8,4,lr:0.01|do:0.5|h:128,1.0,1.0,3.76
depth,0.65_1.0,0,d2,1.0,1.0,4.41
tune,0.65_1.0,0,lr:0.001|do:0.0|h:64,1.0,1.0,3.09
depth,0.65_1.0,0,d3,1.0,1.0,5.67
mcdepth,0.65_1.0,0,mc_d2,1.0,1.0,7.14
tune,0.65_1.0,0,lr:0.001|do:0.0|h:128,1.0,1.0,3.83
tune,0.65_1.0,0,lr:0.01|do:0.0|h:64,1.0,1.0,3.14
tune,0.65_1.0,0,lr:0.001|do:0.5|h:128,1.0,1.0,3.77
tune,0.65_1.0,0,lr:0.01|do:0.5|h:64,1.0,1.0,3.13
mcdepth,0.65_1.0,0,mc_d3,1.0,1.0,9.8
tune,0.65_1.0,0,lr:0.01|do:0.0|h:128,1.0,1.0,3.99
tune,0.65_1.0,0,lr:0.01|do:0.5|h:128,1.0,1.0,3.84
depth,0.65_1.0,1,d2,1.0,1.0,4.34
tune,0.65_1.0,1,lr:0.001|do:0.0|h:64,1.0,1.0,3.16
depth,0.65_1.0,1,d3,1.0,1.0,5.86
mcdepth,0.65_1.0,1,mc_d2,1.0,1.0,6.93
tune,0.65_1.0,1,lr:0.001|do:0.0|h:128,1.0,1.0,3.74
tune,0.65_1.0,1,lr:0.01|do:0.0|h:64,1.0,1.0,3.14
tune,0.65_1.0,1,lr:0.001|do:0.5|h:128,1.0,1.0,3.82
tune,0.65_1.0,1,lr:0.01|do:0.5|h:64,1.0,1.0,3.03
mcdepth,0.65_1.0,1,mc_d3,1.0,1.0,9.71
tune,0.65_1.0,1,lr:0.01|do:0.0|h:128,1.0,1.0,3.92
tune,0.65_1.0,1,lr:0.01|do:0.5|h:128,1.0,1.0,3.9
depth,0.65_1.0,2,d2,1.0,1.0,4.38
depth,0.65_1.0,2,d3,1.0,1.0,5.98
tune,0.65_1.0,2,lr:0.001|do:0.0|h:64,1.0,1.0,3.18
mcdepth,0.65_1.0,2,mc_d2,1.0,1.0,6.79
tune,0.65_1.0,2,lr:0.001|do:0.0|h:128,1.0,1.0,3.8
tune,0.65_1.0,2,lr:0.01|do:0.0|h:64,1.0,1.0,3.05
tune,0.65_1.0,2,lr:0.001|do:0.5|h:128,1.0,1.0,3.85
mcdepth,0.65_1.0,2,mc_d3,1.0,1.0,9.48
tune,0.65_1.0,2,lr:0.01|do:0.0|h:128,1.0,1.0,3.77
tune,0.65_1.0,2,lr:0.01|do:0.5|h:64,1.0,1.0,3.06
tune,0.65_1.0,2,lr:0.01|do:0.5|h:128,1.0,1.0,3.74
depth,0.65_1.0,3,d2,1.0,1.0,4.48
depth,0.65_1.0,3,d3,1.0,1.0,5.66
tune,0.65_1.0,3,lr:0.001|do:0.0|h:64,1.0,1.0,3.06
mcdepth,0.65_1.0,3,mc_d2,1.0,1.0,6.93
tune,0.65_1.0,3,lr:0.001|do:0.0|h:128,1.0,1.0,3.83
tune,0.65_1.0,3,lr:0.01|do:0.0|h:64,1.0,1.0,3.04
tune,0.65_1.0,3,lr:0.001|do:0.5|h:128,1.0,1.0,3.78
mcdepth,0.65_1.0,3,mc_d3,1.0,1.0,9.34
tune,0.65_1.0,3,lr:0.01|do:0.0|h:128,1.0,1.0,3.87
tune,0.65_1.0,3,lr:0.01|do:0.5|h:64,1.0,1.0,3.14
tune,0.65_1.0,3,lr:0.01|do:0.5|h:128,1.0,1.0,3.75
depth,0.65_1.0,4,d2,1.0,1.0,4.35
tune,0.65_1.0,4,lr:0.001|do:0.0|h:64,1.0,1.0,3.08
mcdepth,0.65_1.0,4,mc_d2,1.0,1.0,6.85
depth,0.65_1.0,4,d3,1.0,1.0,5.91
tune,0.65_1.0,4,lr:0.001|do:0.0|h:128,1.0,1.0,3.77
tune,0.65_1.0,4,lr:0.001|do:0.5|h:128,1.0,1.0,3.79
tune,0.65_1.0,4,lr:0.01|do:0.0|h:64,1.0,1.0,3.15
tune,0.65_1.0,4,lr:0.01|do:0.0|h:128,1.0,1.0,3.86
mcdepth,0.65_1.0,4,mc_d3,1.0,1.0,9.46
tune,0.65_1.0,4,lr:0.01|do:0.5|h:64,1.0,1.0,3.1
tune,0.65_1.0,4,lr:0.01|do:0.5|h:128,1.0,1.0,3.77
depth,0.65_1.5,0,d2,1.0,1.0,4.47
tune,0.65_1.5,0,lr:0.001|do:0.0|h:64,1.0,1.0,3.12
depth,0.65_1.5,0,d3,1.0,1.0,5.86
mcdepth,0.65_1.5,0,mc_d2,1.0,1.0,6.87
tune,0.65_1.5,0,lr:0.001|do:0.0|h:128,1.0,1.0,3.87
tune,0.65_1.5,0,lr:0.01|do:0.0|h:64,1.0,1.0,3.19
mcdepth,0.65_1.5,0,mc_d3,1.0,1.0,9.25
tune,0.65_1.5,0,lr:0.001|do:0.5|h:128,1.0,1.0,3.78
tune,0.65_1.5,0,lr:0.01|do:0.5|h:64,1.0,1.0,3.16
tune,0.65_1.5,0,lr:0.01|do:0.0|h:128,1.0,1.0,3.86
tune,0.65_1.5,0,lr:0.01|do:0.5|h:128,1.0,1.0,3.86
depth,0.65_1.5,1,d2,1.0,1.0,4.35
tune,0.65_1.5,1,lr:0.001|do:0.0|h:64,1.0,1.0,3.23
mcdepth,0.65_1.5,1,mc_d2,1.0,1.0,6.8
depth,0.65_1.5,1,d3,1.0,1.0,5.78
tune,0.65_1.5,1,lr:0.001|do:0.0|h:128,1.0,1.0,3.81
tune,0.65_1.5,1,lr:0.01|do:0.0|h:64,1.0,1.0,3.1
mcdepth,0.65_1.5,1,mc_d3,1.0,1.0,9.53
tune,0.65_1.5,1,lr:0.001|do:0.5|h:128,1.0,1.0,3.9
tune,0.65_1.5,1,lr:0.01|do:0.0|h:128,1.0,1.0,3.84
tune,0.65_1.5,1,lr:0.01|do:0.5|h:64,1.0,1.0,3.15
tune,0.65_1.5,1,lr:0.01|do:0.5|h:128,1.0,1.0,3.89
depth,0.65_1.5,2,d2,1.0,1.0,4.61
depth,0.65_1.5,2,d3,1.0,1.0,5.76
tune,0.65_1.5,2,lr:0.001|do:0.0|h:64,1.0,1.0,3.13
mcdepth,0.65_1.5,2,mc_d2,1.0,1.0,6.81
tune,0.65_1.5,2,lr:0.001|do:0.0|h:128,1.0,1.0,3.9
tune,0.65_1.5,2,lr:0.01|do:0.0|h:64,1.0,1.0,3.13
mcdepth,0.65_1.5,2,mc_d3,1.0,1.0,9.25
tune,0.65_1.5,2,lr:0.001|do:0.5|h:128,1.0,1.0,3.87
tune,0.65_1.5,2,lr:0.01|do:0.0|h:128,0.8571,0.7137,3.85
tune,0.65_1.5,2,lr:0.01|do:0.5|h:64,1.0,1.0,3.21
tune,0.65_1.5,2,lr:0.01|do:0.5|h:128,1.0,1.0,3.81
depth,0.65_1.5,3,d2,1.0,1.0,4.48
tune,0.65_1.5,3,lr:0.001|do:0.0|h:64,1.0,1.0,3.13
depth,0.65_1.5,3,d3,1.0,1.0,5.9
mcdepth,0.65_1.5,3,mc_d2,1.0,1.0,6.82
tune,0.65_1.5,3,lr:0.001|do:0.0|h:128,1.0,1.0,3.84
tune,0.65_1.5,3,lr:0.01|do:0.0|h:64,1.0,1.0,3.2
tune,0.65_1.5,3,lr:0.001|do:0.5|h:128,1.0,1.0,3.84
tune,0.65_1.5,3,lr:0.01|do:0.0|h:128,1.0,1.0,3.85
mcdepth,0.65_1.5,3,mc_d3,1.0,1.0,9.58
tune,0.65_1.5,3,lr:0.01|do:0.5|h:64,1.0,1.0,3.17
tune,0.65_1.5,3,lr:0.01|do:0.5|h:128,1.0,1.0,3.91
depth,0.65_1.5,4,d2,1.0,1.0,4.48
tune,0.65_1.5,4,lr:0.001|do:0.0|h:64,1.0,1.0,3.22
depth,0.65_1.5,4,d3,1.0,1.0,5.93
mcdepth,0.65_1.5,4,mc_d2,1.0,1.0,6.88
tune,0.65_1.5,4,lr:0.001|do:0.0|h:128,1.0,1.0,3.81
tune,0.65_1.5,4,lr:0.01|do:0.0|h:64,1.0,1.0,3.23
mcdepth,0.65_1.5,4,mc_d3,1.0,1.0,9.44
tune,0.65_1.5,4,lr:0.001|do:0.5|h:128,1.0,1.0,3.9
tune,0.65_1.5,4,lr:0.01|do:0.0|h:128,1.0,1.0,3.87
tune,0.65_1.5,4,lr:0.01|do:0.5|h:64,1.0,1.0,3.15
tune,0.65_1.5,4,lr:0.01|do:0.5|h:128,0.8571,0.7137,3.9
depth,0.8_0.0,0,d2,0.944,0.9631,4.47
depth,0.8_0.0,0,d3,0.9869,0.992,5.75
tune,0.8_0.0,0,lr:0.001|do:0.0|h:64,0.1136,0.0986,3.24
mcdepth,0.8_0.0,0,mc_d2,0.9953,0.9973,6.92
tune,0.8_0.0,0,lr:0.001|do:0.0|h:128,0.104,0.0919,3.89
tune,0.8_0.0,0,lr:0.01|do:0.0|h:64,0.2428,0.2309,3.23
tune,0.8_0.0,0,lr:0.001|do:0.5|h:128,0.2041,0.1861,3.86
mcdepth,0.8_0.0,0,mc_d3,1.0,1.0,9.42
tune,0.8_0.0,0,lr:0.01|do:0.0|h:128,0.24,0.2083,3.86
tune,0.8_0.0,0,lr:0.01|do:0.5|h:64,0.4468,0.4838,3.15
tune,0.8_0.0,0,lr:0.01|do:0.5|h:128,0.4311,0.4681,3.9
depth,0.8_0.0,1,d2,0.6992,0.7157,4.47
depth,0.8_0.0,1,d3,1.0,1.0,5.86
mcdepth,0.8_0.0,1,mc_d2,0.8449,0.8372,6.83
tune,0.8_0.0,1,lr:0.001|do:0.0|h:64,0.074,0.0678,3.21
tune,0.8_0.0,1,lr:0.001|do:0.0|h:128,0.0209,0.0157,3.84
tune,0.8_0.0,1,lr:0.01|do:0.0|h:64,0.1616,0.153,3.16
tune,0.8_0.0,1,lr:0.001|do:0.5|h:128,0.0668,0.0547,3.89
mcdepth,0.8_0.0,1,mc_d3,0.9906,0.9947,9.41
tune,0.8_0.0,1,lr:0.01|do:0.0|h:128,0.0731,0.0604,3.85
tune,0.8_0.0,1,lr:0.01|do:0.5|h:64,0.2584,0.2504,3.19
tune,0.8_0.0,1,lr:0.01|do:0.5|h:128,0.1975,0.1777,3.84
depth,0.8_0.0,2,d2,0.9869,0.992,4.57
depth,0.8_0.0,2,d3,0.9906,0.9947,5.89
tune,0.8_0.0,2,lr:0.001|do:0.0|h:64,0.0685,0.0561,3.18
mcdepth,0.8_0.0,2,mc_d2,0.9906,0.9947,6.86
tune,0.8_0.0,2,lr:0.001|do:0.0|h:128,0.1124,0.1101,3.92
tune,0.8_0.0,2,lr:0.01|do:0.0|h:64,0.2035,0.1993,3.11
tune,0.8_0.0,2,lr:0.001|do:0.5|h:128,0.1688,0.1501,3.9
mcdepth,0.8_0.0,2,mc_d3,1.0,1.0,9.39
tune,0.8_0.0,2,lr:0.01|do:0.0|h:128,0.2707,0.263,3.84
tune,0.8_0.0,2,lr:0.01|do:0.5|h:64,0.2971,0.303,3.23
tune,0.8_0.0,2,lr:0.01|do:0.5|h:128,0.4135,0.4524,3.83
depth,0.8_0.0,3,d2,0.927,0.9525,4.58
depth,0.8_0.0,3,d3,0.9953,0.9973,5.97
tune,0.8_0.0,3,lr:0.001|do:0.0|h:64,0.1171,0.0957,3.15
mcdepth,0.8_0.0,3,mc_d2,0.9765,0.9867,6.94
tune,0.8_0.0,3,lr:0.001|do:0.0|h:128,0.0993,0.0893,3.87
tune,0.8_0.0,3,lr:0.01|do:0.0|h:64,0.2562,0.2293,3.04
tune,0.8_0.0,3,lr:0.001|do:0.5|h:128,0.1321,0.1249,3.79
tune,0.8_0.0,3,lr:0.01|do:0.0|h:128,0.2036,0.1778,3.81
mcdepth,0.8_0.0,3,mc_d3,0.9906,0.9947,9.57
tune,0.8_0.0,3,lr:0.01|do:0.5|h:64,0.2128,0.1873,3.16
tune,0.8_0.0,3,lr:0.01|do:0.5|h:128,0.3268,0.3234,3.8
depth,0.8_0.0,4,d2,0.9574,0.9735,4.53
tune,0.8_0.0,4,lr:0.001|do:0.0|h:64,0.0622,0.0526,3.15
depth,0.8_0.0,4,d3,0.9953,0.9973,5.98
mcdepth,0.8_0.0,4,mc_d2,0.9906,0.9947,6.97
tune,0.8_0.0,4,lr:0.001|do:0.0|h:128,0.0845,0.0754,3.89
tune,0.8_0.0,4,lr:0.01|do:0.0|h:64,0.1891,0.1859,3.26
tune,0.8_0.0,4,lr:0.001|do:0.5|h:128,0.0974,0.0805,3.79
mcdepth,0.8_0.0,4,mc_d3,1.0,1.0,9.58
tune,0.8_0.0,4,lr:0.01|do:0.0|h:128,0.1843,0.1656,3.85
tune,0.8_0.0,4,lr:0.01|do:0.5|h:64,0.241,0.2477,3.21
tune,0.8_0.0,4,lr:0.01|do:0.5|h:128,0.2488,0.2491,3.87
depth,0.8_0.2,0,d2,0.9822,0.9894,4.43
tune,0.8_0.2,0,lr:0.001|do:0.0|h:64,0.9587,0.9734,3.22
depth,0.8_0.2,0,d3,0.9953,0.9973,5.83
mcdepth,0.8_0.2,0,mc_d2,1.0,1.0,6.71
tune,0.8_0.2,0,lr:0.001|do:0.0|h:128,0.9483,0.9656,3.78
tune,0.8_0.2,0,lr:0.01|do:0.0|h:64,0.9822,0.9893,3.22
tune,0.8_0.2,0,lr:0.001|do:0.5|h:128,0.9537,0.9709,3.9
mcdepth,0.8_0.2,0,mc_d3,1.0,1.0,9.6
tune,0.8_0.2,0,lr:0.01|do:0.0|h:128,0.9644,0.9787,3.78
tune,0.8_0.2,0,lr:0.01|do:0.5|h:64,0.9658,0.9788,3.13
tune,0.8_0.2,0,lr:0.01|do:0.5|h:128,0.9691,0.9814,3.89
depth,0.8_0.2,1,d2,0.9765,0.9867,4.52
depth,0.8_0.2,1,d3,0.9953,0.9973,5.77
tune,0.8_0.2,1,lr:0.001|do:0.0|h:64,0.9366,0.9603,3.2
mcdepth,0.8_0.2,1,mc_d2,1.0,1.0,6.98
tune,0.8_0.2,1,lr:0.001|do:0.0|h:128,0.9293,0.9552,3.85
tune,0.8_0.2,1,lr:0.01|do:0.0|h:64,0.9859,0.992,3.19
tune,0.8_0.2,1,lr:0.001|do:0.5|h:128,0.948,0.9682,3.79
mcdepth,0.8_0.2,1,mc_d3,1.0,1.0,9.5
tune,0.8_0.2,1,lr:0.01|do:0.0|h:128,0.9859,0.992,3.85
tune,0.8_0.2,1,lr:0.01|do:0.5|h:64,0.9634,0.9787,3.21
tune,0.8_0.2,1,lr:0.01|do:0.5|h:128,0.9691,0.9814,3.9
depth,0.8_0.2,2,d2,0.9718,0.984,4.44
tune,0.8_0.2,2,lr:0.001|do:0.0|h:64,0.9406,0.963,3.15
mcdepth,0.8_0.2,2,mc_d2,1.0,1.0,6.93
depth,0.8_0.2,2,d3,0.9859,0.992,5.84
tune,0.8_0.2,2,lr:0.001|do:0.0|h:128,0.9322,0.9576,3.78
tune,0.8_0.2,2,lr:0.01|do:0.0|h:64,0.9466,0.9682,3.22
tune,0.8_0.2,2,lr:0.001|do:0.5|h:128,0.9086,0.9397,3.9
tune,0.8_0.2,2,lr:0.01|do:0.0|h:128,0.9503,0.9708,3.86
mcdepth,0.8_0.2,2,mc_d3,1.0,1.0,9.53
tune,0.8_0.2,2,lr:0.01|do:0.5|h:64,0.9513,0.9709,3.18
tune,0.8_0.2,2,lr:0.01|do:0.5|h:128,0.9373,0.9604,3.89
depth,0.8_0.2,3,d2,0.9859,0.992,4.57
depth,0.8_0.2,3,d3,0.9953,0.9973,5.9
tune,0.8_0.2,3,lr:0.001|do:0.0|h:64,0.962,0.9761,3.23
mcdepth,0.8_0.2,3,mc_d2,1.0,1.0,7.1
tune,0.8_0.2,3,lr:0.001|do:0.0|h:128,0.9197,0.9475,3.92
tune,0.8_0.2,3,lr:0.01|do:0.0|h:64,0.9953,0.9973,3.2
mcdepth,0.8_0.2,3,mc_d3,1.0,1.0,9.28
tune,0.8_0.2,3,lr:0.001|do:0.5|h:128,0.9654,0.9787,3.92
tune,0.8_0.2,3,lr:0.01|do:0.0|h:128,0.9953,0.9973,3.9
tune,0.8_0.2,3,lr:0.01|do:0.5|h:64,0.9906,0.9947,3.25
tune,0.8_0.2,3,lr:0.01|do:0.5|h:128,0.9906,0.9947,3.91
depth,0.8_0.2,4,d2,0.9859,0.992,4.48
tune,0.8_0.2,4,lr:0.001|do:0.0|h:64,0.9775,0.9867,3.16
depth,0.8_0.2,4,d3,0.9906,0.9947,5.88
mcdepth,0.8_0.2,4,mc_d2,1.0,1.0,7.02
tune,0.8_0.2,4,lr:0.001|do:0.0|h:128,0.9812,0.9893,3.81
tune,0.8_0.2,4,lr:0.01|do:0.0|h:64,0.9789,0.9867,3.2
tune,0.8_0.2,4,lr:0.001|do:0.5|h:128,0.9705,0.9814,3.9
tune,0.8_0.2,4,lr:0.01|do:0.0|h:128,0.9812,0.9893,3.85
mcdepth,0.8_0.2,4,mc_d3,1.0,1.0,9.57
tune,0.8_0.2,4,lr:0.01|do:0.5|h:64,0.9705,0.9814,3.15
tune,0.8_0.2,4,lr:0.01|do:0.5|h:128,0.9775,0.9867,3.94
depth,0.8_0.35,0,d2,1.0,1.0,4.54
depth,0.8_0.35,0,d3,1.0,1.0,5.87
tune,0.8_0.35,0,lr:0.001|do:0.0|h:64,0.9906,0.9947,3.24
mcdepth,0.8_0.35,0,mc_d2,1.0,1.0,7.03
tune,0.8_0.35,0,lr:0.001|do:0.0|h:128,0.9859,0.992,3.9
mcdepth,0.8_0.35,0,mc_d3,1.0,1.0,9.2
tune,0.8_0.35,0,lr:0.01|do:0.0|h:64,1.0,1.0,3.25
tune,0.8_0.35,0,lr:0.001|do:0.5|h:128,0.9953,0.9973,3.88
tune,0.8_0.35,0,lr:0.01|do:0.0|h:128,1.0,1.0,3.88
tune,0.8_0.35,0,lr:0.01|do:0.5|h:64,1.0,1.0,3.2
tune,0.8_0.35,0,lr:0.01|do:0.5|h:128,1.0,1.0,3.8
depth,0.8_0.35,1,d2,1.0,1.0,4.55
tune,0.8_0.35,1,lr:0.001|do:0.0|h:64,0.9953,0.9973,3.19
depth,0.8_0.35,1,d3,1.0,1.0,5.86
mcdepth,0.8_0.35,1,mc_d2,1.0,1.0,6.89
tune,0.8_0.35,1,lr:0.001|do:0.0|h:128,0.9953,0.9973,3.89
tune,0.8_0.35,1,lr:0.01|do:0.0|h:64,1.0,1.0,3.24
tune,0.8_0.35,1,lr:0.001|do:0.5|h:128,1.0,1.0,3.84
tune,0.8_0.35,1,lr:0.01|do:0.0|h:128,1.0,1.0,3.87
mcdepth,0.8_0.35,1,mc_d3,1.0,1.0,9.64
tune,0.8_0.35,1,lr:0.01|do:0.5|h:64,1.0,1.0,3.24
tune,0.8_0.35,1,lr:0.01|do:0.5|h:128,1.0,1.0,3.88
depth,0.8_0.35,2,d2,0.9953,0.9973,4.49
depth,0.8_0.35,2,d3,1.0,1.0,5.75
tune,0.8_0.35,2,lr:0.001|do:0.0|h:64,0.9859,0.992,3.22
mcdepth,0.8_0.35,2,mc_d2,1.0,1.0,6.87
tune,0.8_0.35,2,lr:0.001|do:0.0|h:128,0.9822,0.9893,3.85
tune,0.8_0.35,2,lr:0.01|do:0.0|h:64,1.0,1.0,3.2
tune,0.8_0.35,2,lr:0.001|do:0.5|h:128,0.9822,0.9893,3.87
mcdepth,0.8_0.35,2,mc_d3,1.0,1.0,9.52
tune,0.8_0.35,2,lr:0.01|do:0.0|h:128,1.0,1.0,3.84
tune,0.8_0.35,2,lr:0.01|do:0.5|h:64,1.0,1.0,3.13
tune,0.8_0.35,2,lr:0.01|do:0.5|h:128,1.0,1.0,3.88
depth,0.8_0.35,3,d2,1.0,1.0,4.55
depth,0.8_0.35,3,d3,1.0,1.0,5.83
tune,0.8_0.35,3,lr:0.001|do:0.0|h:64,0.9906,0.9947,3.24
mcdepth,0.8_0.35,3,mc_d2,1.0,1.0,7.08
tune,0.8_0.35,3,lr:0.001|do:0.0|h:128,0.9906,0.9947,3.91
tune,0.8_0.35,3,lr:0.01|do:0.0|h:64,1.0,1.0,3.19
mcdepth,0.8_0.35,3,mc_d3,1.0,1.0,9.3
tune,0.8_0.35,3,lr:0.001|do:0.5|h:128,0.9906,0.9947,3.93
tune,0.8_0.35,3,lr:0.01|do:0.0|h:128,0.9906,0.9947,3.88
tune,0.8_0.35,3,lr:0.01|do:0.5|h:64,1.0,1.0,3.24
tune,0.8_0.35,3,lr:0.01|do:0.5|h:128,1.0,1.0,3.89
depth,0.8_0.35,4,d2,1.0,1.0,4.52
tune,0.8_0.35,4,lr:0.001|do:0.0|h:64,0.9953,0.9973,3.22
depth,0.8_0.35,4,d3,1.0,1.0,5.88
mcdepth,0.8_0.35,4,mc_d2,1.0,1.0,6.97
tune,0.8_0.35,4,lr:0.001|do:0.0|h:128,0.9906,0.9947,3.82
tune,0.8_0.35,4,lr:0.01|do:0.0|h:64,1.0,1.0,3.18
tune,0.8_0.35,4,lr:0.001|do:0.5|h:128,0.9906,0.9947,3.83
tune,0.8_0.35,4,lr:0.01|do:0.0|h:128,0.9906,0.9947,3.79
mcdepth,0.8_0.35,4,mc_d3,1.0,1.0,9.64
tune,0.8_0.35,4,lr:0.01|do:0.5|h:64,1.0,1.0,3.17
tune,0.8_0.35,4,lr:0.01|do:0.5|h:128,1.0,1.0,3.91
depth,0.8_0.5,0,d2,1.0,1.0,4.6
depth,0.8_0.5,0,d3,1.0,1.0,5.85
tune,0.8_0.5,0,lr:0.001|do:0.0|h:64,0.9953,0.9973,3.25
mcdepth,0.8_0.5,0,mc_d2,1.0,1.0,7.08
tune,0.8_0.5,0,lr:0.001|do:0.0|h:128,0.9953,0.9973,3.89
tune,0.8_0.5,0,lr:0.01|do:0.0|h:64,1.0,1.0,3.23
tune,0.8_0.5,0,lr:0.001|do:0.5|h:128,1.0,1.0,3.94
mcdepth,0.8_0.5,0,mc_d3,1.0,1.0,9.29
tune,0.8_0.5,0,lr:0.01|do:0.0|h:128,1.0,1.0,3.89
tune,0.8_0.5,0,lr:0.01|do:0.5|h:64,1.0,1.0,3.28
tune,0.8_0.5,0,lr:0.01|do:0.5|h:128,1.0,1.0,3.94
depth,0.8_0.5,1,d2,1.0,1.0,4.56
tune,0.8_0.5,1,lr:0.001|do:0.0|h:64,1.0,1.0,3.25
mcdepth,0.8_0.5,1,mc_d2,1.0,1.0,6.75
depth,0.8_0.5,1,d3,1.0,1.0,5.91
tune,0.8_0.5,1,lr:0.001|do:0.0|h:128,1.0,1.0,3.93
tune,0.8_0.5,1,lr:0.01|do:0.0|h:64,1.0,1.0,3.22
tune,0.8_0.5,1,lr:0.001|do:0.5|h:128,1.0,1.0,3.94
tune,0.8_0.5,1,lr:0.01|do:0.0|h:128,1.0,1.0,3.89
mcdepth,0.8_0.5,1,mc_d3,1.0,1.0,9.61
tune,0.8_0.5,1,lr:0.01|do:0.5|h:64,1.0,1.0,3.23
tune,0.8_0.5,1,lr:0.01|do:0.5|h:128,1.0,1.0,3.88
depth,0.8_0.5,2,d2,1.0,1.0,4.52
depth,0.8_0.5,2,d3,1.0,1.0,5.85
tune,0.8_0.5,2,lr:0.001|do:0.0|h:64,0.9906,0.9947,3.23
mcdepth,0.8_0.5,2,mc_d2,1.0,1.0,6.89
tune,0.8_0.5,2,lr:0.001|do:0.0|h:128,0.9906,0.9947,3.89
tune,0.8_0.5,2,lr:0.01|do:0.0|h:64,1.0,1.0,3.2
